CNN-INTEGRATED SPECK COMPREHENSIVE SECURITY REPORT
------------------------------------------------------------------------------------------------------------------------
Image           | Enc_T(s) | Dec_T(s) | Entp   | NPCR%  | UACI%  | PSNR   | Corr_H | Corr_V | Corr_D
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5120_1536_size512.png | 0.0909   | 0.0811   | 7.6321 | 99.85  | 29.36  | 8.64   | -0.016 | -0.011 | 0.000 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5120_2048_size512.png | 0.0950   | 0.0893   | 7.6250 | 99.82  | 30.76  | 8.29   | -0.032 | 0.065  | 0.013 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5120_2560_size512.png | 0.0916   | 0.0835   | 7.6094 | 99.84  | 30.97  | 8.19   | -0.071 | 0.031  | 0.043 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5120_3072_size512.png | 0.0887   | 0.0801   | 7.6101 | 99.86  | 29.52  | 8.61   | -0.086 | 0.006  | 0.018 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5120_3584_size512.png | 0.0880   | 0.0804   | 7.5999 | 99.87  | 28.31  | 9.02   | -0.098 | 0.008  | 0.007 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5120_4096_size512.png | 0.0851   | 0.0752   | 7.5945 | 99.89  | 28.63  | 8.88   | -0.118 | -0.010 | 0.012 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5120_512_size512.png | 0.0909   | 0.0846   | 7.6299 | 99.84  | 30.13  | 8.45   | -0.064 | 0.013  | 0.042 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_512_0_size512.png | 0.0912   | 0.0825   | 7.6295 | 99.84  | 29.25  | 8.72   | -0.053 | -0.012 | 0.001 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_512_1024_size512.png | 0.0883   | 0.0830   | 7.6198 | 99.87  | 28.52  | 8.95   | -0.072 | 0.017  | 0.010 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_512_1536_size512.png | 0.0851   | 0.0752   | 7.5936 | 99.90  | 28.14  | 9.04   | -0.096 | 0.054  | 0.037 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_512_2048_size512.png | 0.0853   | 0.0766   | 7.5916 | 99.88  | 28.96  | 8.78   | -0.103 | 0.004  | 0.008 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_512_2560_size512.png | 0.0896   | 0.0856   | 7.6271 | 99.86  | 28.67  | 8.90   | -0.067 | 0.023  | 0.015 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_512_3072_size512.png | 0.0901   | 0.0805   | 7.6386 | 99.85  | 28.88  | 8.84   | -0.068 | -0.017 | 0.012 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_512_3584_size512.png | 0.0964   | 0.0911   | 7.6421 | 99.82  | 29.58  | 8.65   | -0.041 | 0.001  | 0.015 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_512_4096_size512.png | 0.0977   | 0.0954   | 7.6380 | 99.81  | 29.74  | 8.61   | -0.043 | 0.024  | -0.001
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_512_512_size512.png | 0.0909   | 0.0815   | 7.6232 | 99.84  | 28.88  | 8.84   | -0.058 | 0.019  | 0.023 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5632_0_size512.png | 0.0920   | 0.0836   | 7.6194 | 99.83  | 30.47  | 8.36   | -0.094 | 0.040  | 0.050 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5632_1024_size512.png | 0.0925   | 0.0867   | 7.6349 | 99.83  | 29.63  | 8.61   | -0.058 | 0.009  | 0.034 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5632_1536_size512.png | 0.0916   | 0.0859   | 7.6315 | 99.83  | 29.87  | 8.54   | -0.018 | 0.005  | 0.032 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5632_2048_size512.png | 0.0977   | 0.0935   | 7.6312 | 99.81  | 30.49  | 8.37   | -0.054 | 0.037  | 0.023 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5632_2560_size512.png | 0.0926   | 0.0871   | 7.6232 | 99.83  | 30.67  | 8.29   | -0.073 | 0.015  | 0.027 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5632_3072_size512.png | 0.0926   | 0.0915   | 7.6121 | 99.83  | 30.28  | 8.41   | -0.075 | -0.023 | 0.051 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5632_3584_size512.png | 0.0886   | 0.0791   | 7.6139 | 99.87  | 28.63  | 8.90   | -0.091 | 0.013  | -0.025
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5632_4096_size512.png | 0.0912   | 0.0804   | 7.6095 | 99.87  | 29.02  | 8.78   | -0.111 | 0.017  | 0.028 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_5632_512_size512.png | 0.0922   | 0.0860   | 7.6384 | 99.83  | 29.40  | 8.67   | -0.027 | 0.006  | 0.018 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_6144_0_size512.png | 0.0900   | 0.0808   | 7.6338 | 99.84  | 29.77  | 8.54   | -0.006 | 0.044  | 0.037 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_6144_1024_size512.png | 0.0917   | 0.0824   | 7.6333 | 99.84  | 29.59  | 8.61   | -0.033 | 0.014  | 0.019 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_6144_1536_size512.png | 0.1017   | 0.0932   | 7.6385 | 99.80  | 29.81  | 8.59   | 0.008  | 0.016  | 0.023 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_6144_2048_size512.png | 0.0920   | 0.0865   | 7.6329 | 99.83  | 30.00  | 8.50   | -0.064 | 0.017  | 0.035 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_6144_2560_size512.png | 0.0928   | 0.0828   | 7.6320 | 99.84  | 29.60  | 8.61   | -0.059 | 0.009  | 0.015 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_6144_3072_size512.png | 0.0939   | 0.0910   | 7.6244 | 99.81  | 30.89  | 8.25   | -0.063 | 0.031  | 0.035 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_6144_3584_size512.png | 0.0895   | 0.0804   | 7.6170 | 99.86  | 29.45  | 8.66   | -0.078 | 0.025  | 0.018 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_6144_4096_size512.png | 0.0909   | 0.0835   | 7.6212 | 99.85  | 28.98  | 8.82   | -0.094 | 0.023  | 0.029 
TCGA-C8-A26X-DX1_xmin8990_ymin27544_MPP-0_6144_512_size512.png | 0.0924   | 0.0867   | 7.6297 | 99.84  | 29.97  | 8.50   | -0.068 | 0.004  | 0.038 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_0_0_size512.png | 0.1015   | 0.0928   | 7.6431 | 99.80  | 29.16  | 8.79   | -0.000 | 0.034  | 0.012 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_0_1024_size512.png | 0.0908   | 0.0838   | 7.6522 | 99.84  | 28.24  | 9.06   | -0.045 | 0.019  | -0.002
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_0_1536_size512.png | 0.1003   | 0.0915   | 7.6460 | 99.80  | 29.09  | 8.81   | -0.045 | 0.016  | 0.005 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_0_2048_size512.png | 0.0911   | 0.0838   | 7.6510 | 99.83  | 28.75  | 8.89   | -0.029 | 0.018  | 0.005 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_0_2560_size512.png | 0.0941   | 0.0865   | 7.5754 | 99.83  | 32.00  | 7.98   | -0.058 | 0.002  | 0.051 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_0_3072_size512.png | 0.0925   | 0.0830   | 7.5339 | 99.83  | 32.86  | 7.76   | -0.095 | 0.026  | 0.031 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_0_3584_size512.png | 0.0837   | 0.0743   | 7.4402 | 99.90  | 34.57  | 7.32   | -0.159 | 0.019  | -0.007
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_0_4096_size512.png | 0.0833   | 0.0733   | 7.4770 | 99.91  | 34.45  | 7.32   | -0.192 | 0.028  | 0.051 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_0_512_size512.png | 0.0935   | 0.0875   | 7.6471 | 99.82  | 28.68  | 8.92   | -0.030 | -0.005 | -0.010
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1024_0_size512.png | 0.0954   | 0.0878   | 7.6431 | 99.82  | 28.58  | 8.96   | 0.008  | 0.023  | -0.008
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1024_1024_size512.png | 0.0920   | 0.0830   | 7.6480 | 99.84  | 27.74  | 9.24   | -0.021 | -0.010 | 0.028 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1024_1536_size512.png | 0.0927   | 0.0886   | 7.6423 | 99.83  | 29.06  | 8.81   | -0.027 | 0.025  | 0.003 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1024_2048_size512.png | 0.0918   | 0.0802   | 7.5249 | 99.86  | 31.98  | 7.96   | -0.101 | 0.027  | 0.012 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1024_2560_size512.png | 0.0841   | 0.0744   | 7.2541 | 99.90  | 35.30  | 7.16   | -0.178 | 0.013  | 0.007 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1024_3072_size512.png | 0.0826   | 0.0731   | 7.4033 | 99.92  | 35.12  | 7.19   | -0.195 | 0.048  | 0.041 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1024_3584_size512.png | 0.0877   | 0.0762   | 7.4457 | 99.88  | 33.56  | 7.55   | -0.137 | 0.002  | 0.014 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1024_4096_size512.png | 0.0872   | 0.0780   | 7.4780 | 99.87  | 32.99  | 7.70   | -0.086 | 0.010  | 0.042 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1024_512_size512.png | 0.0912   | 0.0844   | 7.6447 | 99.83  | 28.45  | 8.99   | -0.046 | 0.007  | 0.001 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1536_0_size512.png | 0.1029   | 0.0925   | 7.6351 | 99.81  | 29.71  | 8.61   | -0.033 | 0.011  | 0.036 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1536_1024_size512.png | 0.0896   | 0.0815   | 7.6435 | 99.84  | 28.95  | 8.83   | -0.047 | 0.020  | 0.025 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1536_1536_size512.png | 0.0929   | 0.0884   | 7.6487 | 99.83  | 28.46  | 8.99   | -0.010 | 0.021  | -0.025
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1536_2048_size512.png | 0.0883   | 0.0797   | 7.4761 | 99.86  | 32.97  | 7.70   | -0.107 | 0.033  | 0.054 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1536_2560_size512.png | 0.0840   | 0.0745   | 7.3206 | 99.90  | 35.00  | 7.22   | -0.167 | 0.025  | 0.031 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1536_3072_size512.png | 0.0823   | 0.0724   | 7.0987 | 99.93  | 36.52  | 6.90   | -0.273 | 0.001  | 0.031 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1536_3584_size512.png | 0.0843   | 0.0736   | 7.4164 | 99.90  | 34.71  | 7.27   | -0.162 | 0.024  | 0.028 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1536_4096_size512.png | 0.0849   | 0.0751   | 7.3460 | 99.89  | 34.52  | 7.34   | -0.154 | 0.034  | -0.001
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_1536_512_size512.png | 0.0974   | 0.0908   | 7.6367 | 99.80  | 29.17  | 8.77   | -0.038 | 0.017  | 0.024 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2048_0_size512.png | 0.1054   | 0.0953   | 7.6337 | 99.79  | 29.83  | 8.58   | -0.018 | 0.036  | -0.002
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2048_1024_size512.png | 0.0977   | 0.0916   | 7.6207 | 99.81  | 30.62  | 8.35   | -0.031 | 0.019  | 0.016 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2048_1536_size512.png | 0.0998   | 0.0930   | 7.6244 | 99.80  | 30.36  | 8.41   | -0.045 | 0.028  | 0.005 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2048_2048_size512.png | 0.0855   | 0.0764   | 7.4344 | 99.89  | 34.31  | 7.38   | -0.143 | 0.015  | 0.010 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2048_2560_size512.png | 0.0823   | 0.0730   | 7.0681 | 99.93  | 35.86  | 7.04   | -0.224 | 0.028  | 0.006 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2048_3072_size512.png | 0.0843   | 0.0759   | 7.3294 | 99.89  | 35.19  | 7.20   | -0.192 | 0.033  | 0.008 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2048_3584_size512.png | 0.0845   | 0.0753   | 7.4064 | 99.90  | 34.73  | 7.28   | -0.173 | 0.022  | 0.012 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2048_4096_size512.png | 0.0849   | 0.0755   | 7.4443 | 99.90  | 33.49  | 7.55   | -0.143 | 0.054  | 0.041 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2048_512_size512.png | 0.1032   | 0.0947   | 7.6325 | 99.79  | 29.99  | 8.54   | 0.005  | 0.023  | -0.001
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2560_0_size512.png | 0.0940   | 0.0872   | 7.5965 | 99.81  | 31.42  | 8.12   | -0.056 | 0.005  | 0.023 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2560_1024_size512.png | 0.0910   | 0.0822   | 7.5725 | 99.85  | 31.90  | 7.97   | -0.067 | 0.020  | 0.048 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2560_1536_size512.png | 0.0915   | 0.0848   | 7.5705 | 99.83  | 32.26  | 7.88   | -0.101 | 0.048  | -0.013
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2560_2048_size512.png | 0.0827   | 0.0737   | 7.3869 | 99.91  | 35.15  | 7.17   | -0.190 | 0.033  | 0.027 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2560_2560_size512.png | 0.0815   | 0.0723   | 7.3843 | 99.94  | 35.44  | 7.10   | -0.207 | 0.040  | 0.036 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2560_3072_size512.png | 0.0857   | 0.0764   | 7.3853 | 99.88  | 34.88  | 7.27   | -0.168 | 0.033  | 0.041 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2560_3584_size512.png | 0.1157   | 0.0983   | 7.6240 | 99.79  | 31.29  | 8.18   | -0.036 | 0.044  | -0.009
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2560_4096_size512.png | 0.0861   | 0.0774   | 7.6145 | 99.87  | 29.68  | 8.55   | -0.039 | -0.005 | -0.037
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_2560_512_size512.png | 0.0973   | 0.0901   | 7.5742 | 99.81  | 32.30  | 7.90   | -0.071 | 0.067  | 0.040 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3072_0_size512.png | 0.0894   | 0.0802   | 7.4881 | 99.85  | 33.80  | 7.52   | -0.135 | 0.000  | 0.019 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3072_1024_size512.png | 0.0858   | 0.0758   | 7.4764 | 99.88  | 33.52  | 7.55   | -0.139 | 0.006  | 0.021 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3072_1536_size512.png | 0.0861   | 0.0769   | 7.4050 | 99.88  | 34.72  | 7.29   | -0.112 | -0.008 | 0.003 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3072_2048_size512.png | 0.0836   | 0.0738   | 7.3358 | 99.91  | 35.58  | 7.09   | -0.201 | -0.005 | 0.027 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3072_2560_size512.png | 0.0854   | 0.0749   | 7.5110 | 99.89  | 33.77  | 7.49   | -0.132 | 0.011  | 0.018 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3072_3072_size512.png | 0.0923   | 0.0834   | 7.6261 | 99.83  | 30.68  | 8.30   | -0.054 | 0.021  | 0.018 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3072_3584_size512.png | 0.1118   | 0.1037   | 7.6290 | 99.76  | 30.89  | 8.29   | -0.045 | 0.030  | -0.032
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3072_4096_size512.png | 0.0881   | 0.0824   | 7.6383 | 99.85  | 28.34  | 8.98   | -0.015 | 0.028  | 0.029 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3072_512_size512.png | 0.0867   | 0.0767   | 7.4761 | 99.88  | 33.90  | 7.47   | -0.129 | 0.029  | -0.015
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3584_0_size512.png | 0.0854   | 0.0760   | 7.2605 | 99.88  | 34.43  | 7.35   | -0.116 | 0.076  | 0.035 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3584_1024_size512.png | 0.0823   | 0.0734   | 7.1584 | 99.92  | 35.16  | 7.18   | -0.180 | 0.025  | 0.002 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3584_1536_size512.png | 0.0883   | 0.0824   | 7.5679 | 99.86  | 33.50  | 7.55   | -0.088 | 0.045  | 0.034 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3584_2048_size512.png | 0.0873   | 0.0783   | 7.5881 | 99.87  | 32.51  | 7.77   | -0.097 | -0.016 | 0.020 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3584_2560_size512.png | 0.0865   | 0.0784   | 7.5916 | 99.88  | 31.01  | 8.12   | -0.115 | 0.023  | 0.047 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3584_3072_size512.png | 0.0903   | 0.0833   | 7.6042 | 99.85  | 30.93  | 8.17   | -0.045 | 0.015  | 0.041 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3584_3584_size512.png | 0.0924   | 0.0842   | 7.6293 | 99.84  | 29.70  | 8.56   | -0.037 | 0.034  | 0.013 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3584_4096_size512.png | 0.0903   | 0.0807   | 7.6365 | 99.85  | 28.24  | 9.02   | 0.006  | 0.004  | 0.029 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_3584_512_size512.png | 0.0849   | 0.0769   | 7.4435 | 99.90  | 34.51  | 7.33   | -0.166 | -0.001 | 0.007 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_512_0_size512.png | 0.1003   | 0.0925   | 7.6380 | 99.79  | 29.96  | 8.54   | -0.042 | 0.029  | 0.001 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_512_1024_size512.png | 0.0985   | 0.0924   | 7.6433 | 99.81  | 29.09  | 8.80   | -0.012 | 0.029  | 0.025 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_512_1536_size512.png | 0.0942   | 0.0898   | 7.6470 | 99.82  | 28.96  | 8.84   | -0.029 | 0.010  | 0.025 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_512_2048_size512.png | 0.1027   | 0.0945   | 7.6219 | 99.80  | 30.51  | 8.40   | -0.033 | 0.034  | 0.033 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_512_2560_size512.png | 0.0892   | 0.0802   | 7.4653 | 99.86  | 33.67  | 7.55   | -0.143 | 0.030  | 0.050 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_512_3072_size512.png | 0.0859   | 0.0750   | 7.4646 | 99.89  | 33.45  | 7.57   | -0.101 | 0.056  | 0.014 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_512_3584_size512.png | 0.0827   | 0.0756   | 7.2743 | 99.91  | 35.56  | 7.11   | -0.186 | 0.056  | 0.006 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_512_4096_size512.png | 0.0792   | 0.0731   | 7.1083 | 99.94  | 36.49  | 6.90   | -0.231 | 0.048  | 0.001 
TCGA-C8-A26Y-DX1_xmin29748_ymin36769_MPP-0_512_512_size512.png | 0.1034   | 0.0947   | 7.6375 | 99.80  | 29.56  | 8.67   | -0.016 | -0.005 | 0.014 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_0_size512.png | 0.0922   | 0.0851   | 7.6116 | 99.83  | 28.88  | 8.86   | -0.091 | 0.011  | 0.031 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_1024_size512.png | 0.0901   | 0.0814   | 7.6185 | 99.85  | 28.45  | 9.00   | -0.102 | 0.035  | 0.022 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_1536_size512.png | 0.0918   | 0.0811   | 7.6141 | 99.85  | 28.29  | 9.05   | -0.129 | 0.009  | 0.013 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_2048_size512.png | 0.0913   | 0.0845   | 7.6175 | 99.84  | 28.14  | 9.11   | -0.103 | 0.015  | 0.034 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_2560_size512.png | 0.0922   | 0.0860   | 7.6247 | 99.84  | 28.26  | 9.07   | -0.073 | 0.006  | 0.029 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_3072_size512.png | 0.0967   | 0.0884   | 7.6398 | 99.82  | 29.16  | 8.77   | -0.042 | 0.018  | 0.013 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_3584_size512.png | 0.0858   | 0.0763   | 7.6506 | 99.89  | 27.42  | 9.29   | -0.064 | 0.006  | -0.010
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_4096_size512.png | 0.0914   | 0.0832   | 7.6245 | 99.83  | 28.91  | 8.85   | -0.073 | 0.007  | -0.002
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_4608_size512.png | 0.0905   | 0.0821   | 7.5989 | 99.85  | 29.46  | 8.64   | -0.093 | 0.003  | 0.013 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_5120_size512.png | 0.0861   | 0.0781   | 7.5822 | 99.87  | 28.27  | 8.98   | -0.119 | 0.039  | 0.047 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_512_size512.png | 0.0900   | 0.0814   | 7.6072 | 99.85  | 28.34  | 9.02   | -0.096 | 0.044  | -0.001
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_5632_size512.png | 0.0909   | 0.0807   | 7.5843 | 99.85  | 29.00  | 8.78   | -0.084 | 0.035  | -0.014
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_6144_size512.png | 0.0925   | 0.0840   | 7.6055 | 99.84  | 29.49  | 8.65   | -0.073 | 0.029  | 0.007 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_6656_size512.png | 0.0997   | 0.0922   | 7.6307 | 99.81  | 29.91  | 8.56   | -0.047 | 0.005  | 0.026 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_7168_size512.png | 0.0984   | 0.0909   | 7.6269 | 99.81  | 30.93  | 8.26   | -0.065 | 0.049  | 0.013 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_7680_size512.png | 0.0916   | 0.0831   | 7.6150 | 99.83  | 29.72  | 8.58   | -0.097 | 0.001  | 0.010 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_0_8192_size512.png | 0.0942   | 0.0893   | 7.6145 | 99.82  | 30.72  | 8.29   | -0.069 | 0.033  | 0.028 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_1024_0_size512.png | 0.0919   | 0.0846   | 7.6488 | 99.83  | 28.47  | 8.97   | -0.051 | 0.015  | -0.026
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_1024_1024_size512.png | 0.0928   | 0.0874   | 7.6387 | 99.83  | 29.79  | 8.58   | -0.052 | 0.034  | 0.032 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_1024_1536_size512.png | 0.0901   | 0.0841   | 7.6380 | 99.83  | 29.83  | 8.54   | -0.052 | 0.025  | 0.010 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_1024_2048_size512.png | 0.0912   | 0.0843   | 7.6506 | 99.83  | 28.50  | 8.96   | -0.025 | -0.022 | -0.018
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_1024_2560_size512.png | 0.0885   | 0.0796   | 7.6547 | 99.87  | 27.65  | 9.23   | -0.023 | 0.015  | -0.019
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_1024_3072_size512.png | 0.0901   | 0.0842   | 7.6508 | 99.85  | 28.06  | 9.09   | -0.015 | -0.011 | 0.025 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_1024_3584_size512.png | 0.0958   | 0.0910   | 7.6379 | 99.80  | 29.36  | 8.72   | -0.062 | 0.040  | 0.022 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_1024_4096_size512.png | 0.0920   | 0.0827   | 7.6141 | 99.84  | 29.21  | 8.74   | -0.100 | 0.026  | 0.050 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_1024_4608_size512.png | 0.0907   | 0.0838   | 7.6014 | 99.85  | 30.07  | 8.46   | -0.069 | 0.025  | 0.048 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_1024_5120_size512.png | 0.0882   | 0.0800   | 7.5761 | 99.87  | 29.29  | 8.67   | -0.116 | -0.036 | 0.013 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_1024_512_size512.png | 0.0963   | 0.0903   | 7.6349 | 99.80  | 29.36  | 8.72   | -0.053 | 0.021  | 0.031 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_1024_5632_size512.png | 0.0882   | 0.0837   | 7.5886 | 99.86  | 29.58  | 8.59   | -0.166 | 0.030  | 0.036 
TCGA-C8-A27B-DX1_xmin52632_ymin11349_MPP-0_1024_6144_size512.png | 0.0918   | 0.0834   | 7.5955 | 99.84  | 29.17  | 8.75   | -0.105 | 0.001  | -0.007
